Database,Schema,Table/View,Table or View,Description,Date_Range,Data Start,Data End,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Release schedule,Provisional Schedule,Updated Frequency,Only Historic
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_AEA_HRG_AllYr_CrossTab,View,Comparison of A&E tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Delayed_Transfers_Of_Care,Table,"Delayed transfers of care data, sourced from UKHD.",Apr 2011 - Ongoing,Apr 2011,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/delayed-transfers-of-care/,NHS England - Delayed Transfers of Care,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Deprivation_Underlying_Indicators_By_LSOA,Table,"Deprivation underlying indicators by LSOA, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_APC_HRG_Daycase_AllYr_CrossTab,View,Comparison of day case tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Source,Table,"Gives details on the source of the data, frequency of the data and also any notes associated with the tables. Use the table name to find out this information.",N/A,N/A,N/A,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Domains_Of_Deprivation_By_LSOA,Table,"Domains of deprivation data by LSOA, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_APC_HRG_Elective_AllYr_CrossTab,View,Comparison of (ordinary) elective tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_HRG_1718,Table,"HRG codes, descriptions and other attributes in 2017/18.",N/A,N/A,N/A,http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Version,Table,By using the tbl_Ref_Version table users can see when the data was uploaded and file information. Every table has an AuditKey field. Link that to the tbl_Ref_Version table to get more info on where the data came from.,N/A,N/A,N/A,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_European_Standardised_Population,Table,"European standardised population data, sourced from UKHD.",Dec 2015 - Ongoing,Dec 2015,Ongoing,http://www.ons.gov.uk/ons/guide-method/user-guidance/health-and-life-events/revised-european-standard-population-2013--2013-esp-/index.html,ONS - European Standard Population,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_Postcode,Table,"Postcode and various other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_APC_HRG_Emerg_SS_AllYr_CrossTab,View,Comparison of emergency short stay tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Index_Of_Multiple_Deprivation_By_GP_Practice,Table,"Index of multiple deprivation data by GP practice, sourced from UKHD.",Dec 2010 - Ongoing,Dec 2010,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_APC_HRG_Inpatient_AllYr_CrossTab,View,Comparison of inpatient tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Index_Of_Multiple_Deprivation_By_LSOA,Table,"Index of multiple deprivation data by LSOA, sourced from UKHD.",Dec 2010 - Ongoing,Dec 2010,Ongoing,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2015,Indices of Deprivation,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_APC_HRG_NonElective_AllYr_CrossTab,View,Comparison of non-elective tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_Consultant,Table,"Includes consultant code and description, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_No_Of_Patients_Regd_At_GP_Prac_Commissioner_Level,Table,"Number of patients registered at a GP practice by commissioner, sourced from UKHD.",Apr 2013 - Ongoing,Apr 2013,Ongoing,https://www.digital.nhs.uk/Patients-registered-at-a-GP-practice-GP-data-hub,NHS Digital - GP Registration,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_MFF_AllYr_CrossTab,View,Comparison of MFF indices across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_No_Of_Patients_Regd_At_GP_Practice,Table,"Number of patients registered at a GP practice, sourced from UKHD.",Apr 2013 - Ongoing,Apr 2013,Ongoing,https://www.digital.nhs.uk/Patients-registered-at-a-GP-practice-GP-data-hub,NHS Digital - GP Registration,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_OPA_HRG_AllYr_CrossTab,View,Comparison of outpatient tariffs across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_DistrictUnitaryAuthority,Table,"District/Unitary authority code and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_No_Of_Patients_Regd_At_GP_Practice_LSOA_Level,Table,"Number of patients registered at a GP practice by LSOA, sourced from UKHD.",Apr 2014 - Ongoing,Apr 2014,Ongoing,https://www.digital.nhs.uk/Patients-registered-at-a-GP-practice-GP-data-hub,NHS Digital - GP Registration,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_No_Of_Patients_Regd_At_GP_Practice_Single_Age,Table,"Number of patients registered at a GP practice by age, sourced from UKHD.",Oct 2014 - Ongoing,Oct 2014,Ongoing,https://www.digital.nhs.uk/Patients-registered-at-a-GP-practice-GP-data-hub,NHS Digital - GP Registration,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_OPA_TFC_ConsMultiFirst_AllYr_CrossTab,View,Comparison of multi prof cons led first attend tariff across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_ElectoralWard1998,Table,"Electoral Ward codes and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_ONS_Population_Estimates_For_CCGs_By_Year_Of_Age,Table,"Population estimates, for CCGs, by age, sourced from UKHD.",Jul 2011 - Ongoing,Jul 2011,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_OPA_TFC_ConsMultiFUp_AllYr_CrossTab,View,Comparison of multi prof cons led follow-up attend tariff across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_DataDic_AEA_ReferralSource,View,Source of referral for A&E codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/smo/source_of_referral_for_a_and_e_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_ONS_Population_Estimates_For_LAs_By_Year_Of_Age,Table,"Population estimates, for local authorities, by age, sourced from UKHD.",Jul 2012 - Ongoing,Jul 2012,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_OPA_TFC_ConsSingleFirst_AllYr_CrossTab,View,Comparison of single prof cons led first attend tariff across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_LocalAuthority,Table,"LAT to region mapping table, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Projections_CCGs_England,Table,"Population projections, for CCGs, by age group, sourced from UKHD.",Jul 2012 - Ongoing,Jul 2012,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,vw_Ref_PbR_Tariff_OPA_TFC_ConsSingleFUp_AllYr_CrossTab,View,Comparison of single prof cons led follow-up attend tariff across years.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Projections_CCGs_England_Single_Age,Table,"Population projections, for CCGs, by age, sourced from UKHD.",Jul 2012 - Ongoing,Jul 2012,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_LSOA,Table,"Lower layer super output area codes and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Projections_Local_Authorities_England,Table,"Population projections, for local authorities, by age group, sourced from UKHD.",Jul 2012 - Ongoing,Jul 2012,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_GPPractice,Table,"GP Practice code, description and other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Demography_Projections_Local_Authorities_England_Single_Age,Table,"Population projections, for local authorities, by age, sourced from UKHD.",Jul 2012 - Ongoing,Jul 2012,Ongoing,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationprojections,ONS - Demography,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_MSOA,Table,"Middle layer super output area codes and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Waits_And_Activity_Waiting_Times_Qtrly,Table,"Diagnostic imaging waits and waiting times, sourced from UKHD.",Feb 2006 - Ongoing,Feb 2006,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ODS_GPPractice_CCG,View,"CCG code and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_AandE_Department_Scores,Table,"Friends and family test (FFT) data, A&E department scores, sourced from UKHD.",Apr 2013 - Ongoing,Apr 2013,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ODS_GPPractice_PCT,View,"PCT Code and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Activity_Id_As_Endoscopy_Or_None,Table,"Diagnostic imaging endoscopy data, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Ambulance_Scores,Table,"Friends and family test (FFT) data, ambulance scores, sourced from UKHD.",Apr 2015 - Ongoing,Apr 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Days_Request_To_Test_Body_Site,Table,"Diagnostic imaging days from request to test by body site, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Community_Health_Scores,Table,"Friends and family test (FFT) data, community health scores, sourced from UKHD.",Jan 2015 - Ongoing,Jan 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_WardsUK,Table,"Electoral ward codes and other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Days_Request_To_Test_By_Modality,Table,"Diagnostic imaging days from request to test by modality, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Dental_Scores,Table,"Friends and family test (FFT) data, dental scores, sourced from UKHD.",Apr 2015 - Ongoing,Apr 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Days_Request_To_Test_Modality_And_Source,Table,"Diagnostic imaging days from request to test by modality and source, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Dental_Scores_Patients_Treated,Table,"Friends and family test (FFT) data, dental score patients treated, sourced from UKHD.",Apr 2015 - Ongoing,Apr 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Other_Banding,Table,"Age bandings, time bandings and length of stay bandings.",N/A,N/A,N/A,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Days_Test_To_Report_By_Modality,Table,"Diagnostic imaging days from test to report by modality, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_GP_Scores,Table,"Friends and family test (FFT) data, GP scores, sourced from UKHD.",Jan 2015 - Ongoing,Jan 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_CommHub,Table,"Commissioning hub codes and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Test_Reports_Issued,Table,"Diagnostic imaging test reports issued, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_GP_Scores_Population,Table,"Friends and family test (FFT) data, GP score population, sourced from UKHD.",Jan 2015 - Ongoing,Jan 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_LAT,Table,"LAT codes and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Other_Dates,Table,Various numbers of attributes relating to a date.,N/A,N/A,N/A,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Test_To_Report_Same_Or_Next_Day,Table,"Diagnostic imaging test reports to same or next day, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Inpatient_Scores,Table,"Friends and family test (FFT) data, inpatient scores, sourced from UKHD.",Apr 2013 - Ongoing,Apr 2013,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_RTT_New_Data_Items_Commissioner,Table,"Referral to treatment (RTT) new data items by provider, sourced from UKHD.",Apr 2016 - Ongoing,Apr 2016,Ongoing,https://www.england.nhs.uk/resources/rtt/,NHS England - RTT,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Maternity_Scores,Table,"Friends and family test (FFT) data, maternity scores, sourced from UKHD.",Oct 2013 - Ongoing,Oct 2013,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Other_EuropeanStandardPopulation,Table,European standard population banding.,N/A,N/A,N/A,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ODS_ProviderSite_Provider,View,"Provider code and descriptions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Mental_Health_Scores,Table,"Friends and family test (FFT) data, mental health scores, sourced from UKHD.",Jan 2015 - Ongoing,Jan 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,vw_Ref_ODS_Commissioner_AllOrgs,View,"All commissioning codes and descriptions (CCG/PCT/Comm Hub/LAT/Region), sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
